,Unnamed: 0,country,indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
12,13,AFW,SP.URB.TOTL,95272890.0,99624942.0,104163982.0,108909607.0,113875177.0,119079574.0,124507242.0,130133054.0,135972155.0,142060079.0,148404549.0,154982054.0,161743874.0,168643432.0,175773257.0,183117253.0,190684610.0,198494008.0
13,14,AFW,SP.URB.GROW,4.14518949083499,4.56798570926105,4.55612812301563,4.55591741874845,4.55934984688724,4.57026468551614,4.55801764960965,4.51846166506525,4.48702371958471,4.47733140656629,4.46604707294298,4.43214513592842,4.3629696635715,4.26573064522988,4.22775136597078,4.17810770838707,4.13251994338295,4.09545269542204
14,15,AFW,SP.POP.TOTL,269611898.0,277160097.0,284952322.0,292977949.0,301265247.0,309824829.0,318601484.0,327612838.0,336893835.0,346475221.0,356337762.0,366489204.0,376797999.0,387204553.0,397855507.0,408690375.0,419778384.0,431138704.0
15,16,AFW,SP.POP.GROW,2.74959971917366,2.79965352270915,2.8114526890211,2.81648064619036,2.82864223341259,2.84121122009138,2.83277974471181,2.8284092989347,2.83291615086219,2.84403720240236,2.8465357411519,2.84882577221777,2.81285093462125,2.76183897675104,2.75073056798483,2.72331733741717,2.71305851036988,2.70626607586351
16,17,AGO,SP.URB.TOTL,8211294.0,8686629.0,9189142.0,9722803.0,10291645.0,10892537.0,11444951.0,12028087.0,12642253.0,13287180.0,13967811.0,14683555.0,15432363.0,16211664.0,17017877.0,17845914.0,18702478.0,19586972.0
17,18,AGO,SP.URB.GROW,5.64866955326432,5.62744231595919,5.62376227868434,5.64513817273351,5.68584496286432,5.67454748217163,4.94707962134254,4.96958261730382,4.98001182832443,4.97550440874176,4.99558074843681,4.9972692003532,4.97386377959222,4.92641852853657,4.85333965972379,4.75101946993626,4.68814539911162,4.6208622901601
18,19,AGO,SP.POP.TOTL,16394062.0,16941587.0,17516139.0,18124342.0,18771125.0,19450959.0,20162340.0,20909684.0,21691522.0,22507674.0,23364185.0,24259111.0,25188292.0,26147002.0,27128337.0,28127721.0,29154746.0,30208628.0
19,20,AGO,SP.POP.GROW,3.24412146672851,3.28521723299089,3.33513160843876,3.41332121240757,3.50638882370405,3.55765898910381,3.5920133134417,3.63958930439587,3.67090920225351,3.69348247645612,3.73479765843852,3.75879638504539,3.75870252194126,3.73552542857565,3.68442896683492,3.61767751762095,3.58621100683242,3.5509866361995
20,21,ALB,SP.URB.TOTL,1289391.0,1298584.0,1327220.0,1354848.0,1381828.0,1407298.0,1430886.0,1452398.0,1473392.0,1495260.0,1519519.0,1546929.0,1575788.0,1603505.0,1630119.0,1654503.0,1680247.0,1706345.0
21,22,ALB,SP.URB.GROW,0.742478629285177,0.710442617598151,2.18120890441126,2.06027418181457,1.97179893742068,1.82642935665107,1.66222789724062,1.49221506952818,1.43512421072918,1.47328791317413,1.60937326447224,1.78778378467889,1.84837893643447,1.74363937043308,1.64611599636276,1.48476433256912,1.54401448032371,1.54128496391169
22,23,ALB,SP.POP.TOTL,3089027.0,3060173.0,3051010.0,3039616.0,3026939.0,3011487.0,2992547.0,2970017.0,2947314.0,2927519.0,2913021.0,2905195.0,2900401.0,2895092.0,2889104.0,2880703.0,2876101.0,2873457.0
23,24,ALB,SP.POP.GROW,-0.637356833943492,-0.93847042771206,-0.299876697084691,-0.374149169291299,-0.417931377925999,-0.511790116421897,-0.630911244851673,-0.75571875541991,-0.767342959142321,-0.673894046451936,-0.49646196338738,-0.269017331764615,-0.165151040121679,-0.183211384606402,-0.207046999760594,-0.291205786840436,-0.159880412127734,-0.0919722937442495
24,25,AND,SP.URB.TOTL,61070.0,62432.0,64927.0,67408.0,69817.0,72071.0,72044.0,69810.0,67692.0,65663.0,63522.0,62611.0,62940.0,63186.0,63342.0,63384.0,64015.0,65087.0
25,26,AND,SP.URB.GROW,0.377327984395132,2.20572172056573,3.91855974083943,3.75001433875657,3.51138278860428,3.17742111163013,-0.037470076419389,-3.1499777492501,-3.08092614364707,-3.0432403598387,-3.31492983581545,-1.44453210701534,0.524091011711652,0.390086599025427,0.246585860909757,0.0662847427328072,0.990596723520156,1.66074055947853
26,27,AND,SP.POP.TOTL,66097.0,67820.0,70849.0,73907.0,76933.0,79826.0,80221.0,78168.0,76055.0,73852.0,71519.0,70567.0,71013.0,71367.0,71621.0,71746.0,72540.0,73837.0
27,28,AND,SP.POP.GROW,0.670960073758389,2.57337766489402,4.36937150135481,4.2256694355319,4.01273671344563,3.69143527252581,0.493606005740852,-2.59249693414403,-2.74035938783357,-2.93936722302096,-3.20999418688968,-1.34005355374823,0.630034574524577,0.497261875887559,0.355274942185653,0.174377690367456,1.10060298979862,1.77218271287863
28,29,ARB,SP.URB.TOTL,152305719.0,156476716.0,160709287.0,165028788.0,169454014.0,174496874.0,180242023.0,186027900.0,192585424.0,199211212.0,205465837.0,210892180.0,216302063.0,222497540.0,228834568.0,235145769.0,241256824.0,247298631.0
29,30,ARB,SP.URB.GROW,2.76137514575139,2.73856886490258,2.70492064774672,2.68777310921678,2.68148730511189,2.97594602863759,3.29240797746326,3.21005995366575,3.52502178436676,3.44044105850918,3.13969526976223,2.64099525216935,2.56523641606816,2.86427087845205,2.84813396139121,2.75797535973675,2.59883689423303,2.5043051217486
30,31,ARB,SP.POP.TOTL,287065982.0,293512340.0,300018650.0,306573087.0,313249616.0,320558754.0,328703057.0,337498222.0,346630443.0,355754908.0,364427661.0,372351065.0,380383408.0,389131555.0,397922915.0,406501999.0,415077960.0,423664839.0
31,32,ARB,SP.POP.GROW,2.28593431739384,2.24560150077274,2.21670748153213,2.18467651927638,2.17779357781657,2.33332704229076,2.54065842793987,2.67571743331854,2.70585751411751,2.63233226748061,2.43784493340004,2.1742048828725,2.15719619332899,2.29982349808486,2.25922567497771,2.15596631322425,2.10969712845126,2.06873884607124
32,33,ARE,SP.URB.TOTL,2627996.0,2785983.0,2945695.0,3106888.0,3269387.0,3521630.0,4048888.0,4875629.0,5827655.0,6693200.0,7132067.0,7239445.0,7343475.0,7444846.0,7543693.0,7639464.0,7731918.0,7821224.0
33,34,ARE,SP.URB.GROW,6.11272936104507,5.83791948495437,5.57440090696271,5.32767996564432,5.09809234355025,7.43214450465337,13.9518324907705,18.5806846251198,17.8365567832908,13.8477396037629,6.35090085977911,1.49434517646557,1.42676178340442,1.3709817063756,1.31898690128519,1.26155937378637,1.20295123638322,1.14841080350245
34,35,ARE,SP.POP.TOTL,3275333.0,3454198.0,3633655.0,3813443.0,3993339.0,4280993.0,4898954.0,5872624.0,6988685.0,7992644.0,8481771.0,8575205.0,8664969.0,8751847.0,8835951.0,8916899.0,8994263.0,9068296.0
35,36,ARE,SP.POP.GROW,5.58038700101525,5.31707596147158,5.06487258360989,4.82934268529322,4.609526743863,6.95572689795874,13.4836720911499,18.1279839755253,17.3990859957442,13.4229206026704,5.93976536580988,1.09556271332912,1.04134460783085,0.997641825826328,0.956397623844095,0.911950036242349,0.863868922846647,0.819744473334198
36,37,ARG,SP.URB.TOTL,33045629.0,33480950.0,33910889.0,34330154.0,34747780.0,35175563.0,35608120.0,36034446.0,36459843.0,36897033.0,37055902.0,37543830.0,38027774.0,38509756.0,38990109.0,39467043.0,39940546.0,40410674.0
37,38,ARG,SP.URB.GROW,1.34664689815167,1.30873169770709,1.27595518811745,1.22879210827292,1.20915917460343,1.22359234802314,1.22220931788621,1.19016125791417,1.17361488361579,1.19196781572589,0.429649599145157,1.30814131603172,1.28077370283392,1.25948243003778,1.2396386789085,1.21579706300955,1.19260291906809,1.17019595911431
38,39,ARG,SP.POP.TOTL,37070774.0,37480493.0,37885028.0,38278164.0,38668796.0,39070501.0,39476851.0,39876111.0,40273769.0,40684338.0,40788453.0,41261490.0,41733271.0,42202935.0,42669500.0,43131966.0,43590368.0,44044811.0
39,40,ARG,SP.POP.GROW,1.13327702210541,1.0991714603689,1.07353834961783,1.03236085902218,1.01533668354561,1.03347622351885,1.03467173566483,1.00629733064648,0.992294094354656,1.01428389337816,0.255582398485167,1.15305928006386,1.13690569378967,1.11910919999772,1.09946109101836,1.07800134449604,1.05718157762752,1.03713389686514
40,41,ARM,SP.URB.TOTL,2048957.0,2017268.0,1994552.0,1978050.0,1963242.0,1948348.0,1932078.0,1914970.0,1898649.0,1883514.0,1869128.0,1855213.0,1843080.0,1832631.0,1823893.0,1815962.0,1807826.0,1799649.0
41,42,ARM,SP.URB.GROW,-1.61037490478258,-1.55867624443429,-1.13246570248286,-0.83079527809499,-0.751432255097974,-0.761535435957295,-0.838572638294868,-0.889415093262459,-0.855937609056045,-0.80033995301265,-0.766716914319411,-0.74724976842942,-0.656142903197955,-0.568544597024387,-0.477941161241734,-0.435787280070284,-0.449033644936831,-0.453337251352094
42,43,ARM,SP.POP.TOTL,3168523.0,3133133.0,3105037.0,3084102.0,3065745.0,3047246.0,3026486.0,3004393.0,2983421.0,2964296.0,2946293.0,2928976.0,2914421.0,2901385.0,2889930.0,2878595.0,2865835.0,2851923.0
43,44,ARM,SP.POP.GROW,-1.17678628879226,-1.12320863167984,-0.900783081509756,-0.676510249442033,-0.596992234773189,-0.605237484238947,-0.683602136047238,-0.732665962263764,-0.700492224911231,-0.6431061166878,-0.609179750926293,-0.589489609644367,-0.498170160314836,-0.44829630947071,-0.395592881362063,-0.392995248824912,-0.444257166904663,-0.486625263030829
44,45,ASM,SP.URB.TOTL,51584.0,51611.0,51425.0,51160.0,50825.0,50441.0,50017.0,49561.0,49072.0,48554.0,48044.0,47522.0,46937.0,46290.0,45579.0,44812.0,43990.0,43117.0
45,46,ASM,SP.URB.GROW,1.6142305917451,0.0523281178663842,-0.361039252380598,-0.516645882837897,-0.656961719623165,-0.75840230789254,-0.844138879424085,-0.915871352131617,-0.991562674803217,-1.06120267389806,-1.05593229406713,-1.09244959814226,-1.23864847065879,-1.38803219610543,-1.54788709134401,-1.69711234332623,-1.85136253358485,-2.00449844640788
46,47,ASM,SP.POP.TOTL,58230.0,58324.0,58177.0,57941.0,57626.0,57254.0,56837.0,56383.0,55891.0,55366.0,54849.0,54310.0,53691.0,52995.0,52217.0,51368.0,50448.0,49463.0
47,48,ASM,SP.POP.GROW,1.09822902395737,0.16129866050102,-0.252358482783624,-0.406483620024703,-0.545139668053888,-0.647634575615904,-0.730998688583939,-0.801982747478947,-0.876432921866332,-0.943767847051186,-0.938173192497606,-0.987558296772346,-1.1462982343373,-1.30478202241628,-1.47894571116667,-1.63927018758043,-1.80723076890422,-1.97181874740715
48,49,ATG,SP.URB.TOTL,24113.0,24191.0,24006.0,23785.0,23554.0,23336.0,23141.0,22966.0,22815.0,22670.0,22485.0,22292.0,22380.0,22434.0,22465.0,22485.0,22502.0,22518.0
49,50,ATG,SP.URB.GROW,0.53641727893261,0.322954901436329,-0.767686406077838,-0.924866921890812,-0.975947246488804,-0.929842485393645,-0.83912965218856,-0.759107468953717,-0.659664697463174,-0.637574985992819,-0.819404429676686,-0.862055051538081,0.393983317648936,0.240996233925256,0.138087729909168,0.0889877700547435,0.075577392620948,0.0710795232058521
50,51,ATG,SP.POP.TOTL,75055.0,76215.0,77195.0,78075.0,78941.0,79869.0,80895.0,82016.0,83251.0,84534.0,85695.0,86729.0,87674.0,88497.0,89236.0,89941.0,90564.0,91119.0
51,52,ATG,SP.POP.GROW,1.65779341376666,1.53371156016655,1.27763943800851,1.13352150752522,1.10308348343215,1.16870545018922,1.27642249519442,1.37623327243605,1.49457906187611,1.5293679498773,1.3640660545341,1.19938337496143,1.0837075607137,0.934326293295174,0.831589247616481,0.786935419380774,0.690288328652049,0.6109561448905
52,53,AUS,SP.URB.TOTL,16028911.0,16210024.0,16419256.0,16633061.0,16835775.0,17065978.0,17321968.0,17666406.0,18049707.0,18451571.0,18767085.0,19056040.0,19414834.0,19775013.0,20095657.0,20410546.0,20755798.0,21127403.0
53,54,AUS,SP.URB.GROW,0.984333804176905,1.12357871219199,1.28249760868533,1.29375488089444,1.21137453896552,1.35808044012136,1.48886315447039,1.96893475127689,2.14645819019787,2.20200639528942,1.6955021612661,1.52795741614347,1.86533013697943,1.83817579922612,1.60845510176755,1.55480059894141,1.67739012761928,1.77452889208332
54,55,AUS,SP.POP.TOTL,19028802.0,19274701.0,19495210.0,19720737.0,19932722.0,20176844.0,20450966.0,20827622.0,21249199.0,21691653.0,22031750.0,22340024.0,22733465.0,23128129.0,23475686.0,23815995.0,24190907.0,24594202.0
55,56,AUS,SP.POP.GROW,1.14447285147721,1.28396809127349,1.1375387361946,1.15019273319182,1.06919812205752,1.21729073052406,1.34945083098893,1.82499679529254,2.00391140524272,2.06083316277243,1.55570626204128,1.38952731561803,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.65339053503068
56,57,AUT,SP.URB.TOTL,4824004.0,4820068.0,4821291.0,4822095.0,4829142.0,4839033.0,4839801.0,4832038.0,4823638.0,4812679.0,4800510.0,4792887.0,4817487.0,4861991.0,4916377.0,4988134.0,5058968.0,5110858.0
57,58,AUT,SP.URB.GROW,-0.220175991539749,-0.0816252765125744,0.0253698675997875,0.0166746410827647,0.146033119948255,0.204609524563365,0.0158696802034512,-0.16052793407859,-0.173990969023818,-0.227452142237554,-0.253173145767403,-0.158921841854284,0.511947895650249,0.919560199445851,1.11238523257782,1.44900148037757,1.41006179973647,1.02047862584527
58,59,AUT,SP.POP.TOTL,8011566.0,8042293.0,8081957.0,8121423.0,8171966.0,8227829.0,8268641.0,8295487.0,8321496.0,8343323.0,8363404.0,8391643.0,8429991.0,8479823.0,8546356.0,8642699.0,8736668.0,8797566.0
59,60,AUT,SP.POP.GROW,0.240466652446524,0.382799394483217,0.49198046425522,0.487133894826838,0.620413127334181,0.681267248299787,0.494797775098466,0.324146535285463,0.313041437661508,0.261953189906348,0.240394299500766,0.337080841831645,0.45593747231891,0.589387254692989,0.781541632525841,1.12099250236958,1.08139629872802,0.694621103604983
60,61,AZE,SP.URB.TOTL,4135854.0,4184325.0,4232008.0,4280744.0,4335079.0,4396406.0,4461940.0,4530068.0,4643726.0,4759039.0,4835557.0,4920166.0,5008847.0,5098727.0,5189181.0,5279540.0,5368846.0,5453517.0
61,62,AZE,SP.URB.GROW,1.21344378120309,1.16515638336764,1.13311843032047,1.14502413490342,1.26130075641327,1.40475551381099,1.47962600704689,1.51533013846802,2.47801108138936,2.45286958706445,1.59505668203145,1.73459458477812,1.78634791175657,1.7785151839915,1.75849805273914,1.72630914534638,1.6774015137061,1.56477337981076
62,63,AZE,SP.POP.TOTL,8048600.0,8111200.0,8171950.0,8234100.0,8306500.0,8391850.0,8484550.0,8581300.0,8763400.0,8947243.0,9054332.0,9173082.0,9295784.0,9416801.0,9535079.0,9649341.0,9757812.0,9854033.0
63,64,AZE,SP.POP.GROW,0.821519963674211,0.774765939386613,0.746173582716985,0.757650955616913,0.875427280482454,1.02226559239828,1.09858657441812,1.13385546615645,2.09985403259251,2.07614826384645,1.18978770786007,1.30300085487651,1.32876382733755,1.29344702700591,1.24820899735588,1.19120985807018,1.11785721013911,0.98126180450475
64,65,BDI,SP.URB.TOTL,520130.0,547065.0,577261.0,611164.0,650742.0,692707.0,736488.0,783656.0,837579.0,903684.0,971253.0,1032093.0,1096506.0,1165374.0,1235881.0,1295625.0,1350704.0,1417430.0
65,66,BDI,SP.URB.GROW,4.62153763088361,5.04888450132963,5.37268785774085,5.70708316726612,6.27479146975711,6.2493860070609,6.12858321286989,6.20772060591364,6.65454390587286,7.596415415179,7.21072487195949,6.07570677801742,6.05399815388462,6.09133047244049,5.87420105418283,4.72091281246148,4.16327337996974,4.82194346767499
66,67,BDI,SP.POP.TOTL,6307659.0,6465729.0,6648938.0,6860846.0,7120496.0,7388874.0,7658190.0,7944609.0,8278109.0,8709366.0,9126605.0,9455733.0,9795479.0,10149577.0,10494913.0,10727148.0,10903327.0,11155593.0
67,68,BDI,SP.POP.GROW,2.0417212041938,2.47511575866868,2.79413757787033,3.13736150828626,3.71466281696618,3.69979693670807,3.58003081168824,3.67179220330916,4.11209752356589,5.07844376468302,4.67947760941816,3.54274498118795,3.52997284776032,3.55110770404353,3.3458633833966,2.18870609045616,1.62902475388378,2.28730144695888
68,69,BEL,SP.URB.TOTL,9956937.0,9997106.0,10047703.0,10095562.0,10144977.0,10206487.0,10279407.0,10360589.0,10448114.0,10537701.0,10639649.0,10784163.0,10856360.0,10912673.0,10966157.0,11034732.0,11095615.0,11143219.0
69,70,BEL,SP.URB.GROW,0.308431312307231,0.402615693084428,0.504840005818933,0.475187017156648,0.48827848090044,0.604479238401223,0.711907500572579,0.786651495882078,0.841239515661802,0.853791422542778,0.962809676840454,1.34911743933303,0.667241432726619,0.517369105105909,0.488911943991581,0.623385919307908,0.550223217018871,0.428116624357897
70,71,BEL,SP.POP.TOTL,10251250.0,10286570.0,10332785.0,10376133.0,10421137.0,10478617.0,10547958.0,10625700.0,10709973.0,10796493.0,10895586.0,11038264.0,11106932.0,11159407.0,11209057.0,11274196.0,11331422.0,11375158.0
71,72,BEL,SP.POP.GROW,0.242517956221334,0.343951157623668,0.448268894821562,0.418641508069053,0.432788248129175,0.550055708089009,0.659558214980699,0.734330830765919,0.789976845480149,0.804599572619861,0.913639391631709,1.3010029017038,0.620163579337378,0.471340143966627,0.44392928847521,0.579446241677791,0.506300002451376,0.385228018372369
72,73,BEN,SP.URB.TOTL,2682552.0,2787454.0,2901071.0,3028144.0,3160900.0,3304019.0,3449196.0,3593837.0,3746862.0,3905656.0,4070440.0,4241480.0,4418712.0,4602023.0,4794300.0,4995735.0,5205425.0,5423582.0
73,74,BEN,SP.URB.GROW,3.87148751501267,3.8360054170946,3.99513447510548,4.28699114281374,4.2906906587585,4.42828090728256,4.30015541586328,4.10792735599933,4.16982557036081,4.15070692699142,4.1325342779679,4.11611632222051,4.09359859670972,4.06477385190632,4.0931722849319,4.11568361455487,4.11168025684283,4.10551317806747
74,75,BEN,SP.POP.TOTL,6998023.0,7212041.0,7431783.0,7659208.0,7894554.0,8149419.0,8402631.0,8647761.0,8906469.0,9172514.0,9445710.0,9726380.0,10014078.0,10308730.0,10614844.0,10932783.0,11260085.0,11596779.0
75,76,BEN,SP.POP.GROW,3.03845662138601,3.0124309700982,3.00138127284262,3.01427811282378,3.02645705105477,3.177348170646,3.05982347255495,2.87555724136521,2.94774231330122,2.94335369072878,2.93492666293192,2.92811115740547,2.91501212217311,2.89992060914312,2.92622897984691,2.95124912266827,2.94982814392549,2.94632156118807
76,77,BFA,SP.URB.TOTL,2120383.0,2271106.0,2432722.0,2605597.0,2790981.0,2988501.0,3198105.0,3393537.0,3576677.0,3768369.0,3970062.0,4183204.0,4409695.0,4646488.0,4893865.0,5153071.0,5422969.0,5701421.0
77,78,BFA,SP.URB.GROW,6.85756484832227,6.86702047633563,6.87438575377423,6.86510285676784,6.87313233222337,6.83787769629743,6.77865229952647,5.93142934061169,5.2561416766791,5.22081247892827,5.21394298500172,5.22957483914856,5.2728065972188,5.23061393535864,5.18707144194244,5.16104677903906,5.10506038167532,5.007199056703
78,79,BFA,SP.POP.TOTL,11882888.0,12249764.0,12632269.0,13030591.0,13445977.0,13876127.0,14316242.0,14757074.0,15197915.0,15650022.0,16116845.0,16602651.0,17113732.0,17636408.0,18169842.0,18718019.0,19275498.0,19835858.0
79,80,BFA,SP.POP.GROW,2.98388558736392,3.04072894648829,3.07479003510637,3.10451751268277,3.13802065225682,3.14899280596388,3.12248153649463,3.03278641140169,2.94356863526933,2.9314075345183,2.93926755839508,2.96973830872596,3.03188007722477,3.00842195462805,2.97977849923872,2.97234560821631,2.93481128912484,2.86565542084027
80,81,BGD,SP.URB.TOTL,30476706.0,31727320.0,33207655.0,34711400.0,36243549.0,37777256.0,39247175.0,40699664.0,42125647.0,43585126.0,45202909.0,46903386.0,48658361.0,50463354.0,52301622.0,54148316.0,56057220.0,58016080.0
81,82,BGD,SP.URB.GROW,3.56396663214103,4.02154852620664,4.56022822596011,4.4287741624036,4.31932435855494,4.14458215704186,3.81722387019357,3.63403697703824,3.44369107188052,3.40591977571723,3.64454978121574,3.69284258339114,3.67337850835789,3.64237554020305,3.57799744804209,3.46994901894979,3.46460806179455,3.43472587197033
82,83,BGD,SP.POP.TOTL,129193327.0,131670484.0,134139826.0,136503206.0,138789725.0,140912590.0,142628831.0,144135934.0,145421318.0,146706810.0,148391139.0,150211005.0,152090649.0,154030139.0,155961299.0,157830000.0,159784568.0,161793964.0
83,84,BGD,SP.POP.GROW,1.90552404891968,1.89925268099487,1.85802653007171,1.74653680101613,1.66119164263389,1.51797511096499,1.21058994053819,1.05111719423699,0.887833017097369,0.880093475599957,1.1415513368569,1.21893869127295,1.24357124646827,1.26715729721878,1.24596020808779,1.19106112723824,1.23079535447054,1.24972406577957
84,85,BGR,SP.URB.TOTL,5629167.0,5539603.0,5448708.0,5433321.0,5419782.0,5406009.0,5391557.0,5378166.0,5366322.0,5357245.0,5347166.0,5337678.0,5331472.0,5326274.0,5320503.0,5310996.0,5298039.0,5283539.0
85,86,BGR,SP.URB.GROW,-0.171157650642926,-1.60386362919759,-1.65443211908207,-0.282796714742491,-0.249495596294176,-0.254448057069833,-0.267690118865882,-0.248678761764876,-0.220466620603334,-0.169290725144742,-0.188314947521282,-0.177597398592412,-0.116335428781667,-0.0975440850654849,-0.108408405007288,-0.178845947012378,-0.244263619495968,-0.274061374886556
86,87,BGR,SP.POP.TOTL,8170172.0,8009142.0,7837161.0,7775327.0,7716860.0,7658972.0,7601022.0,7545338.0,7492561.0,7444443.0,7395599.0,7348328.0,7305888.0,7265115.0,7223938.0,7177991.0,7127822.0,7075947.0
87,88,BGR,SP.POP.GROW,-0.493896416633318,-1.99063220438276,-2.17069878030004,-0.79211363763553,-0.754796951273604,-0.752977445493645,-0.759505915531059,-0.735282283991309,-0.70192274454598,-0.644281362547054,-0.658275446635908,-0.641228920515067,-0.579220596364389,-0.559647217410859,-0.568389264052903,-0.638069468160719,-0.701382097841331,-0.730443175298289
88,89,BHR,SP.URB.TOTL,628716.0,645321.0,661316.0,687846.0,736762.0,797497.0,858852.0,920746.0,982987.0,1044748.0,1075702.0,1075052.0,1087280.0,1120807.0,1165795.0,1212293.0,1255867.0,1299292.0
89,90,BHR,SP.URB.GROW,2.74720093000752,2.60682230104421,2.44839217402731,3.93331865129447,6.86999335666605,7.92131636610236,7.4118540879233,6.95875972555163,6.54116842065566,6.09350917548755,2.91977636980506,-0.0604439205775808,1.13101321621974,3.03697968951029,3.93542961597313,3.91103498856279,3.53125631139207,3.39933300067121
90,91,BHR,SP.POP.TOTL,711442.0,730257.0,748324.0,778256.0,833451.0,901921.0,970981.0,1040532.0,1110343.0,1179453.0,1213645.0,1212077.0,1224939.0,1261673.0,1311134.0,1362142.0,1409661.0,1456834.0
91,92,BHR,SP.POP.GROW,2.7515762605179,2.6102630692956,2.44395122899014,3.92194796267708,6.85193933235192,7.89520208580362,7.37799675652121,6.91804991621101,6.4936855776179,6.03817950789,2.85774564487366,-0.12928111452105,1.05556298562381,2.95475711852975,3.84537935863732,3.81660491261165,3.42907892150581,3.29163380324261
92,93,BHS,SP.URB.TOTL,266534.0,270455.0,274189.0,278015.0,281937.0,285957.0,290101.0,294366.0,298736.0,303224.0,307677.0,311718.0,315323.0,318531.0,321687.0,324941.0,327995.0,330887.0
93,94,BHS,SP.URB.GROW,1.69321459564921,1.46039106465837,1.37119237681649,1.38574194491706,1.40085726547946,1.41578081415146,1.43876883427672,1.45947528462747,1.47363491680767,1.49115660854148,1.45787250945238,1.30484015374869,1.14985773504039,1.0122291225219,0.98592215922591,1.00646042798103,0.935473697741726,0.877856299671164
94,95,BHS,SP.POP.TOTL,325014.0,329626.0,334002.0,338490.0,343089.0,347804.0,352664.0,357666.0,362795.0,368057.0,373272.0,377950.0,382061.0,385650.0,389131.0,392697.0,395976.0,399020.0
95,96,BHS,SP.POP.GROW,1.46976235766802,1.40904200942925,1.31883025634015,1.334756883574,1.34953389082619,1.36492139898865,1.38766595682613,1.40838277430791,1.42383464201547,1.43998810307513,1.40695589315095,1.2454535327817,1.08183699838334,0.934994065798907,0.898582547265484,0.912227428271637,0.831528122187361,0.765793758966215
